usage_date,service,region,usage_type,unblended_cost,usage_quantity
2024-11-23,AWSLambda,eu-west-1,Requests(M),15.8636,16.05
2024-11-23,AWSLambda,ap-south-1,Requests(M),9.3853,10.14
2024-11-23,AmazonCloudFront,us-east-1,GB-Transfer,58.6893,53.72
2024-11-23,AmazonCloudFront,us-west-2,GB-Transfer,34.3176,28.7
2024-11-23,AmazonCloudFront,eu-west-1,GB-Transfer,28.7701,26.0
2024-11-23,AmazonCloudFront,ap-south-1,GB-Transfer,15.9534,16.88
2024-11-23,AmazonEBS,us-east-1,GB-Month,65.8047,58.98
2024-11-23,AmazonEBS,us-west-2,GB-Month,42.0861,41.55
2024-11-23,AmazonEBS,eu-west-1,GB-Month,36.9285,34.95
2024-11-23,AmazonEBS,ap-south-1,GB-Month,18.429,20.85
2024-11-23,AmazonDynamoDB,us-east-1,RCU/WCU,45.4523,44.22
2024-11-23,AmazonDynamoDB,us-west-2,RCU/WCU,26.4143,22.96
2024-11-23,AmazonDynamoDB,eu-west-1,RCU/WCU,22.9396,20.83
2024-11-23,AmazonDynamoDB,ap-south-1,RCU/WCU,14.5613,14.92
2024-11-24,AmazonEC2,us-east-1,InstanceHours,359.5804,379.13
2024-11-24,AmazonEC2,us-west-2,InstanceHours,242.3664,230.02
2024-11-24,AmazonEC2,eu-west-1,InstanceHours,186.617,190.59
2024-11-24,AmazonEC2,ap-south-1,InstanceHours,125.6529,110.17
2024-11-24,AmazonS3,us-east-1,GB-Month,77.4041,83.27
2024-11-24,AmazonS3,us-west-2,GB-Month,53.116,49.57
2024-11-24,AmazonS3,eu-west-1,GB-Month,37.1585,40.22
2024-11-24,AmazonS3,ap-south-1,GB-Month,25.1158,21.65
2024-11-24,AmazonRDS,us-east-1,InstanceHours,250.4857,309.97
2024-11-24,AmazonRDS,us-west-2,InstanceHours,134.4469,125.85
2024-11-24,AmazonRDS,eu-west-1,InstanceHours,98.6916,86.2
2024-11-24,AmazonRDS,ap-south-1,InstanceHours,68.8555,60.31
2024-11-24,AWSLambda,us-east-1,Requests(M),32.143,33.94
2024-11-24,AWSLambda,us-west-2,Requests(M),18.7653,19.42
2024-11-24,AWSLambda,eu-west-1,Requests(M),15.333,13.02
2024-11-24,AWSLambda,ap-south-1,Requests(M),10.2834,11.79
2024-11-24,AmazonCloudFront,us-east-1,GB-Transfer,60.3347,66.97
2024-11-24,AmazonCloudFront,us-west-2,GB-Transfer,36.0206,38.74
2024-11-24,AmazonCloudFront,eu-west-1,GB-Transfer,28.5016,30.59
2024-11-24,AmazonCloudFront,ap-south-1,GB-Transfer,17.2832,17.05
2024-11-24,AmazonEBS,us-east-1,GB-Month,63.7786,56.08
2024-11-24,AmazonEBS,us-west-2,GB-Month,41.0211,37.73
2024-11-24,AmazonEBS,eu-west-1,GB-Month,34.6611,29.47
2024-11-24,AmazonEBS,ap-south-1,GB-Month,21.1034,20.65
2024-11-24,AmazonDynamoDB,us-east-1,RCU/WCU,46.831,44.31
2024-11-24,AmazonDynamoDB,us-west-2,RCU/WCU,27.5567,33.92
2024-11-24,AmazonDynamoDB,eu-west-1,RCU/WCU,23.7293,21.22
2024-11-24,AmazonDynamoDB,ap-south-1,RCU/WCU,13.9995,13.55
2024-11-25,AmazonEC2,us-east-1,InstanceHours,461.0777,504.82
2024-11-25,AmazonEC2,us-west-2,InstanceHours,256.8349,243.21
2024-11-25,AmazonEC2,eu-west-1,InstanceHours,206.2197,233.62
2024-11-25,AmazonEC2,ap-south-1,InstanceHours,139.0892,132.64
2024-11-25,AmazonS3,us-east-1,GB-Month,93.787,82.7
2024-11-25,AmazonS3,us-west-2,GB-Month,55.2353,59.34
2024-11-25,AmazonS3,eu-west-1,GB-Month,51.1092,57.37
2024-11-25,AmazonS3,ap-south-1,GB-Month,28.9806,30.32
2024-11-25,AmazonRDS,us-east-1,InstanceHours,311.2553,268.17
2024-11-25,AmazonRDS,us-west-2,InstanceHours,175.6438,150.61
2024-11-25,AmazonRDS,eu-west-1,InstanceHours,131.8494,162.79
2024-11-25,AmazonRDS,ap-south-1,InstanceHours,88.6771,93.0
2024-11-25,AWSLambda,us-east-1,Requests(M),38.935,36.58
2024-11-25,AWSLambda,us-west-2,Requests(M),21.2359,25.97
2024-11-25,AWSLambda,eu-west-1,Requests(M),18.0608,18.56
2024-11-25,AWSLambda,ap-south-1,Requests(M),11.8917,11.14
2024-11-25,AmazonCloudFront,us-east-1,GB-Transfer,55.908,67.66
2024-11-25,AmazonCloudFront,us-west-2,GB-Transfer,32.5026,33.84
2024-11-25,AmazonCloudFront,eu-west-1,GB-Transfer,32.7863,33.96
2024-11-25,AmazonCloudFront,ap-south-1,GB-Transfer,19.5553,20.17
2024-11-25,AmazonEBS,us-east-1,GB-Month,82.5338,91.01
2024-11-25,AmazonEBS,us-west-2,GB-Month,48.8991,50.1
2024-11-25,AmazonEBS,eu-west-1,GB-Month,41.8327,49.55
2024-11-25,AmazonEBS,ap-south-1,GB-Month,26.6486,25.35
2024-11-25,AmazonDynamoDB,us-east-1,RCU/WCU,53.9416,53.32
2024-11-25,AmazonDynamoDB,us-west-2,RCU/WCU,28.7254,24.97
2024-11-25,AmazonDynamoDB,eu-west-1,RCU/WCU,23.0735,25.86
2024-11-25,AmazonDynamoDB,ap-south-1,RCU/WCU,15.7371,13.69
2024-11-26,AmazonEC2,us-east-1,InstanceHours,441.5346,504.69
2024-11-26,AmazonEC2,us-west-2,InstanceHours,244.3648,220.28
2024-11-26,AmazonEC2,eu-west-1,InstanceHours,186.8046,197.79
2024-11-26,AmazonEC2,ap-south-1,InstanceHours,131.4271,115.2
2024-11-26,AmazonS3,us-east-1,GB-Month,110.202,95.1
2024-11-26,AmazonS3,us-west-2,GB-Month,60.0421,51.73
2024-11-26,AmazonS3,eu-west-1,GB-Month,49.686,61.34
2024-11-26,AmazonS3,ap-south-1,GB-Month,28.7269,30.22
2024-11-26,AmazonRDS,us-east-1,InstanceHours,272.7413,299.97
2024-11-26,AmazonRDS,us-west-2,InstanceHours,174.8221,189.81
2024-11-26,AmazonRDS,eu-west-1,InstanceHours,127.1927,116.62
2024-11-26,AmazonRDS,ap-south-1,InstanceHours,97.5723,84.26
2024-11-26,AWSLambda,us-east-1,Requests(M),34.4419,29.36
2024-11-26,AWSLambda,us-west-2,Requests(M),23.7008,26.17
2024-11-26,AWSLambda,eu-west-1,Requests(M),17.3427,20.27
2024-11-26,AWSLambda,ap-south-1,Requests(M),11.4322,12.43
2024-11-26,AmazonCloudFront,us-east-1,GB-Transfer,68.288,60.61
2024-11-26,AmazonCloudFront,us-west-2,GB-Transfer,33.9393,30.73
2024-11-26,AmazonCloudFront,eu-west-1,GB-Transfer,29.9805,25.27
2024-11-26,AmazonCloudFront,ap-south-1,GB-Transfer,18.0801,22.51
2024-11-26,AmazonEBS,us-east-1,GB-Month,79.1865,67.17
2024-11-26,AmazonEBS,us-west-2,GB-Month,49.4665,52.8
2024-11-26,AmazonEBS,eu-west-1,GB-Month,45.9981,44.44
2024-11-26,AmazonEBS,ap-south-1,GB-Month,23.2051,25.03
2024-11-26,AmazonDynamoDB,us-east-1,RCU/WCU,60.9883,74.66
2024-11-26,AmazonDynamoDB,us-west-2,RCU/WCU,33.2633,41.35
2024-11-26,AmazonDynamoDB,eu-west-1,RCU/WCU,24.5363,23.02
2024-11-26,AmazonDynamoDB,ap-south-1,RCU/WCU,15.9652,18.03
2024-11-27,AmazonEC2,us-east-1,InstanceHours,402.6914,395.03
2024-11-27,AmazonEC2,us-west-2,InstanceHours,264.3956,312.37
2024-11-27,AmazonEC2,eu-west-1,InstanceHours,219.1339,259.86
2024-11-27,AmazonEC2,ap-south-1,InstanceHours,137.3654,136.88
2024-11-27,AmazonS3,us-east-1,GB-Month,101.602,86.25
2024-11-27,AmazonS3,us-west-2,GB-Month,57.8235,52.01
2024-11-27,AmazonS3,eu-west-1,GB-Month,44.5494,47.27
2024-11-27,AmazonS3,ap-south-1,GB-Month,34.2284,29.04
2024-11-27,AmazonRDS,us-east-1,InstanceHours,311.144,348.52
2024-11-27,AmazonRDS,us-west-2,InstanceHours,192.4098,235.02
2024-11-27,AmazonRDS,eu-west-1,InstanceHours,138.125,141.37
2024-11-27,AmazonRDS,ap-south-1,InstanceHours,86.1803,101.89
2024-11-27,AWSLambda,us-east-1,Requests(M),37.0258,32.07
2024-11-27,AWSLambda,us-west-2,Requests(M),22.9088,20.98
2024-11-27,AWSLambda,eu-west-1,Requests(M),19.1702,20.72
2024-11-27,AWSLambda,ap-south-1,Requests(M),10.1942,11.7
2024-11-27,AmazonCloudFront,us-east-1,GB-Transfer,63.0436,65.71
2024-11-27,AmazonCloudFront,us-west-2,GB-Transfer,41.9532,48.34
2024-11-27,AmazonCloudFront,eu-west-1,GB-Transfer,34.7088,36.72
2024-11-27,AmazonCloudFront,ap-south-1,GB-Transfer,18.8858,16.0
2024-11-27,AmazonEBS,us-east-1,GB-Month,82.2813,85.97
2024-11-27,AmazonEBS,us-west-2,GB-Month,47.4908,59.23
2024-11-27,AmazonEBS,eu-west-1,GB-Month,42.4638,37.92
2024-11-27,AmazonEBS,ap-south-1,GB-Month,21.1978,24.84
2024-11-27,AmazonDynamoDB,us-east-1,RCU/WCU,56.0449,50.6
2024-11-27,AmazonDynamoDB,us-west-2,RCU/WCU,36.1018,37.16
2024-11-27,AmazonDynamoDB,eu-west-1,RCU/WCU,25.4581,28.36
2024-11-27,AmazonDynamoDB,ap-south-1,RCU/WCU,17.839,16.34
2024-11-28,AmazonEC2,us-east-1,InstanceHours,462.5903,492.23
2024-11-28,AmazonEC2,us-west-2,InstanceHours,269.7896,230.85
2024-11-28,AmazonEC2,eu-west-1,InstanceHours,220.2011,188.69
2024-11-28,AmazonEC2,ap-south-1,InstanceHours,150.2855,153.34
2024-11-28,AmazonS3,us-east-1,GB-Month,95.0058,106.61
2024-11-28,AmazonS3,us-west-2,GB-Month,65.79,74.78
2024-11-28,AmazonS3,eu-west-1,GB-Month,54.2749,52.09
2024-11-28,AmazonS3,ap-south-1,GB-Month,27.9918,26.03
2024-11-28,AmazonRDS,us-east-1,InstanceHours,276.042,337.56
2024-11-28,AmazonRDS,us-west-2,InstanceHours,143.3729,127.21
2024-11-28,AmazonRDS,eu-west-1,InstanceHours,139.534,173.47
2024-11-28,AmazonRDS,ap-south-1,InstanceHours,84.5317,97.4
2024-11-28,AWSLambda,us-east-1,Requests(M),41.1383,36.89
2024-11-28,AWSLambda,us-west-2,Requests(M),25.4437,28.22
2024-11-28,AWSLambda,eu-west-1,Requests(M),19.9644,21.49
2024-11-28,AWSLambda,ap-south-1,Requests(M),12.2568,12.04
2024-11-28,AmazonCloudFront,us-east-1,GB-Transfer,63.698,55.27
2024-11-28,AmazonCloudFront,us-west-2,GB-Transfer,35.1219,36.27
2024-11-28,AmazonCloudFront,eu-west-1,GB-Transfer,33.0373,37.68
2024-11-28,AmazonCloudFront,ap-south-1,GB-Transfer,21.1272,20.46
2024-11-28,AmazonEBS,us-east-1,GB-Month,64.3655,75.92
2024-11-28,AmazonEBS,us-west-2,GB-Month,48.9509,50.64
2024-11-28,AmazonEBS,eu-west-1,GB-Month,34.828,29.76
2024-11-28,AmazonEBS,ap-south-1,GB-Month,22.7658,23.96
2024-11-28,AmazonDynamoDB,us-east-1,RCU/WCU,54.5611,50.44
2024-11-28,AmazonDynamoDB,us-west-2,RCU/WCU,36.3988,40.26
2024-11-28,AmazonDynamoDB,eu-west-1,RCU/WCU,26.9767,23.82
2024-11-28,AmazonDynamoDB,ap-south-1,RCU/WCU,17.0211,17.99
2024-11-29,AmazonEC2,us-east-1,InstanceHours,462.1635,575.47
2024-11-29,AmazonEC2,us-west-2,InstanceHours,256.1751,258.73
2024-11-29,AmazonEC2,eu-west-1,InstanceHours,234.5846,196.84
2024-11-29,AmazonEC2,ap-south-1,InstanceHours,122.6659,124.44
2024-11-29,AmazonS3,us-east-1,GB-Month,97.0056,97.17
2024-11-29,AmazonS3,us-west-2,GB-Month,64.3052,54.86
2024-11-29,AmazonS3,eu-west-1,GB-Month,49.2136,53.58
2024-11-29,AmazonS3,ap-south-1,GB-Month,29.7115,29.19
2024-11-29,AmazonRDS,us-east-1,InstanceHours,272.7579,274.49
2024-11-29,AmazonRDS,us-west-2,InstanceHours,147.7848,130.48
2024-11-29,AmazonRDS,eu-west-1,InstanceHours,137.5884,170.48
2024-11-29,AmazonRDS,ap-south-1,InstanceHours,89.8657,78.51
2024-11-29,AWSLambda,us-east-1,Requests(M),38.8962,48.02
2024-11-29,AWSLambda,us-west-2,Requests(M),20.5367,21.4
2024-11-29,AWSLambda,eu-west-1,Requests(M),16.187,13.93
2024-11-29,AWSLambda,ap-south-1,Requests(M),10.6642,9.29
2024-11-29,AmazonCloudFront,us-east-1,GB-Transfer,63.5529,60.48
2024-11-29,AmazonCloudFront,us-west-2,GB-Transfer,38.3441,41.03
2024-11-29,AmazonCloudFront,eu-west-1,GB-Transfer,31.9866,37.48
2024-11-29,AmazonCloudFront,ap-south-1,GB-Transfer,19.4081,18.06
2024-11-29,AmazonEBS,us-east-1,GB-Month,83.5685,101.49
2024-11-29,AmazonEBS,us-west-2,GB-Month,46.9544,52.98
2024-11-29,AmazonEBS,eu-west-1,GB-Month,37.421,35.85
2024-11-29,AmazonEBS,ap-south-1,GB-Month,25.2971,23.2
2024-11-29,AmazonDynamoDB,us-east-1,RCU/WCU,57.7188,55.43
2024-11-29,AmazonDynamoDB,us-west-2,RCU/WCU,30.9068,32.34
2024-11-29,AmazonDynamoDB,eu-west-1,RCU/WCU,31.2922,36.13
2024-11-29,AmazonDynamoDB,ap-south-1,RCU/WCU,18.1152,18.85
2024-11-30,AmazonEC2,us-east-1,InstanceHours,351.0564,317.86
2024-11-30,AmazonEC2,us-west-2,InstanceHours,199.2486,200.65
2024-11-30,AmazonEC2,eu-west-1,InstanceHours,189.7128,196.33
2024-11-30,AmazonEC2,ap-south-1,InstanceHours,117.9171,105.78
2024-11-30,AmazonS3,us-east-1,GB-Month,95.6293,116.43
2024-11-30,AmazonS3,us-west-2,GB-Month,57.2061,59.62
2024-11-30,AmazonS3,eu-west-1,GB-Month,43.4123,40.55
2024-11-30,AmazonS3,ap-south-1,GB-Month,23.9853,25.62
2024-11-30,AmazonRDS,us-east-1,InstanceHours,260.6948,226.03
2024-11-30,AmazonRDS,us-west-2,InstanceHours,144.3184,167.0
2024-11-30,AmazonRDS,eu-west-1,InstanceHours,106.7865,130.73
2024-11-30,AmazonRDS,ap-south-1,InstanceHours,64.262,61.83
2024-11-30,AWSLambda,us-east-1,Requests(M),31.1086,28.38
2024-11-30,AWSLambda,us-west-2,Requests(M),20.7576,19.75
2024-11-30,AWSLambda,eu-west-1,Requests(M),14.7234,13.59
2024-11-30,AWSLambda,ap-south-1,Requests(M),9.331,8.17
2024-11-30,AmazonCloudFront,us-east-1,GB-Transfer,61.546,72.9
2024-11-30,AmazonCloudFront,us-west-2,GB-Transfer,34.0017,29.95
2024-11-30,AmazonCloudFront,eu-west-1,GB-Transfer,31.4654,26.47
2024-11-30,AmazonCloudFront,ap-south-1,GB-Transfer,17.1581,20.59
2024-11-30,AmazonEBS,us-east-1,GB-Month,74.3546,63.96
2024-11-30,AmazonEBS,us-west-2,GB-Month,40.0545,39.95
2024-11-30,AmazonEBS,eu-west-1,GB-Month,38.6872,34.14
2024-11-30,AmazonEBS,ap-south-1,GB-Month,21.7588,25.64
2024-11-30,AmazonDynamoDB,us-east-1,RCU/WCU,45.3835,46.3
2024-11-30,AmazonDynamoDB,us-west-2,RCU/WCU,30.433,31.39
2024-11-30,AmazonDynamoDB,eu-west-1,RCU/WCU,24.0894,23.63
2024-11-30,AmazonDynamoDB,ap-south-1,RCU/WCU,13.7217,11.62
2024-12-01,AmazonEC2,us-east-1,InstanceHours,406.9038,361.73
2024-12-01,AmazonEC2,us-west-2,InstanceHours,218.2664,203.67
2024-12-01,AmazonEC2,eu-west-1,InstanceHours,213.5631,186.62
2024-12-01,AmazonEC2,ap-south-1,InstanceHours,135.5438,120.09
2024-12-01,AmazonS3,us-east-1,GB-Month,73.2242,63.79
2024-12-01,AmazonS3,us-west-2,GB-Month,47.904,49.24
2024-12-01,AmazonS3,eu-west-1,GB-Month,39.6546,49.47
2024-12-01,AmazonS3,ap-south-1,GB-Month,26.6092,26.66
2024-12-01,AmazonRDS,us-east-1,InstanceHours,245.6865,269.86
2024-12-01,AmazonRDS,us-west-2,InstanceHours,140.0112,143.24
2024-12-01,AmazonRDS,eu-west-1,InstanceHours,118.0558,106.11
2024-12-01,AmazonRDS,ap-south-1,InstanceHours,69.4921,80.75
2024-12-01,AWSLambda,us-east-1,Requests(M),34.1361,31.85
2024-12-01,AWSLambda,us-west-2,Requests(M),19.8179,17.63
2024-12-01,AWSLambda,eu-west-1,Requests(M),15.831,13.67
2024-12-01,AWSLambda,ap-south-1,Requests(M),9.368,8.63
2024-12-01,AmazonCloudFront,us-east-1,GB-Transfer,61.8065,64.0
2024-12-01,AmazonCloudFront,us-west-2,GB-Transfer,36.5324,44.67
2024-12-01,AmazonCloudFront,eu-west-1,GB-Transfer,29.2871,29.61
2024-12-01,AmazonCloudFront,ap-south-1,GB-Transfer,18.1019,15.61
2024-12-01,AmazonEBS,us-east-1,GB-Month,62.5164,54.4
2024-12-01,AmazonEBS,us-west-2,GB-Month,38.3606,34.29
2024-12-01,AmazonEBS,eu-west-1,GB-Month,31.69,35.77
2024-12-01,AmazonEBS,ap-south-1,GB-Month,20.9206,19.69
2024-12-01,AmazonDynamoDB,us-east-1,RCU/WCU,50.4201,42.73
2024-12-01,AmazonDynamoDB,us-west-2,RCU/WCU,26.9555,24.02
2024-12-01,AmazonDynamoDB,eu-west-1,RCU/WCU,25.4929,27.1
2024-12-01,AmazonDynamoDB,ap-south-1,RCU/WCU,13.3044,15.35
2024-12-02,AmazonEC2,us-east-1,InstanceHours,454.3153,391.17
2024-12-02,AmazonEC2,us-west-2,InstanceHours,266.1434,297.17
2024-12-02,AmazonEC2,eu-west-1,InstanceHours,225.7654,193.44
2024-12-02,AmazonEC2,ap-south-1,InstanceHours,136.6136,159.62
2024-12-02,AmazonS3,us-east-1,GB-Month,84.686,102.52
2024-12-02,AmazonS3,us-west-2,GB-Month,60.7044,74.03
2024-12-02,AmazonS3,eu-west-1,GB-Month,48.7,51.97
2024-12-02,AmazonS3,ap-south-1,GB-Month,33.2213,34.34
2024-12-02,AmazonRDS,us-east-1,InstanceHours,297.4128,320.54
2024-12-02,AmazonRDS,us-west-2,InstanceHours,174.7539,183.48
2024-12-02,AmazonRDS,eu-west-1,InstanceHours,159.1279,160.3
2024-12-02,AmazonRDS,ap-south-1,InstanceHours,94.6382,98.55
2024-12-02,AWSLambda,us-east-1,Requests(M),43.2291,47.62
2024-12-02,AWSLambda,us-west-2,Requests(M),22.0182,26.21
2024-12-02,AWSLambda,eu-west-1,Requests(M),17.3645,21.53
2024-12-02,AWSLambda,ap-south-1,Requests(M),9.8841,8.78
2024-12-02,AmazonCloudFront,us-east-1,GB-Transfer,70.9069,85.47
2024-12-02,AmazonCloudFront,us-west-2,GB-Transfer,33.4547,38.45
2024-12-02,AmazonCloudFront,eu-west-1,GB-Transfer,33.3469,28.26
2024-12-02,AmazonCloudFront,ap-south-1,GB-Transfer,21.0116,17.52
2024-12-02,AmazonEBS,us-east-1,GB-Month,72.259,63.2
2024-12-02,AmazonEBS,us-west-2,GB-Month,45.4232,37.87
2024-12-02,AmazonEBS,eu-west-1,GB-Month,44.8421,40.3
2024-12-02,AmazonEBS,ap-south-1,GB-Month,25.5705,27.14
2024-12-02,AmazonDynamoDB,us-east-1,RCU/WCU,59.7605,55.58
2024-12-02,AmazonDynamoDB,us-west-2,RCU/WCU,33.4038,41.32
2024-12-02,AmazonDynamoDB,eu-west-1,RCU/WCU,25.2877,28.31
2024-12-02,AmazonDynamoDB,ap-south-1,RCU/WCU,15.8092,13.6
2024-12-03,AmazonEC2,us-east-1,InstanceHours,492.1884,485.56
2024-12-03,AmazonEC2,us-west-2,InstanceHours,241.0641,271.68
2024-12-03,AmazonEC2,eu-west-1,InstanceHours,219.8988,219.68
2024-12-03,AmazonEC2,ap-south-1,InstanceHours,130.4505,143.59
2024-12-03,AmazonS3,us-east-1,GB-Month,97.686,118.62
2024-12-03,AmazonS3,us-west-2,GB-Month,61.9371,56.73
2024-12-03,AmazonS3,eu-west-1,GB-Month,53.6686,58.86
2024-12-03,AmazonS3,ap-south-1,GB-Month,26.3399,25.62
2024-12-03,AmazonRDS,us-east-1,InstanceHours,264.3927,268.23
2024-12-03,AmazonRDS,us-west-2,InstanceHours,153.544,131.14
2024-12-03,AmazonRDS,eu-west-1,InstanceHours,141.5469,167.98
2024-12-03,AmazonRDS,ap-south-1,InstanceHours,77.4924,82.59
2024-12-03,AWSLambda,us-east-1,Requests(M),39.3203,33.33
2024-12-03,AWSLambda,us-west-2,Requests(M),21.0751,17.58
2024-12-03,AWSLambda,eu-west-1,Requests(M),21.1043,18.47
2024-12-03,AWSLambda,ap-south-1,Requests(M),9.9108,11.7
2024-12-03,AmazonCloudFront,us-east-1,GB-Transfer,61.1803,69.33
2024-12-03,AmazonCloudFront,us-west-2,GB-Transfer,44.5051,46.31
2024-12-03,AmazonCloudFront,eu-west-1,GB-Transfer,33.2731,36.93
2024-12-03,AmazonCloudFront,ap-south-1,GB-Transfer,18.8738,20.41
2024-12-03,AmazonEBS,us-east-1,GB-Month,99.8552,97.16
2024-12-03,AmazonEBS,us-west-2,GB-Month,48.0629,49.85
2024-12-03,AmazonEBS,eu-west-1,GB-Month,42.8732,50.39
2024-12-03,AmazonEBS,ap-south-1,GB-Month,23.0212,27.36
2024-12-03,AmazonDynamoDB,us-east-1,RCU/WCU,50.4316,54.66
2024-12-03,AmazonDynamoDB,us-west-2,RCU/WCU,34.4618,34.81
2024-12-03,AmazonDynamoDB,eu-west-1,RCU/WCU,31.1462,29.68
2024-12-03,AmazonDynamoDB,ap-south-1,RCU/WCU,15.7823,14.92
2024-12-04,AmazonEC2,us-east-1,InstanceHours,421.139,453.36
2024-12-04,AmazonEC2,us-west-2,InstanceHours,297.3837,304.95
2024-12-04,AmazonEC2,eu-west-1,InstanceHours,221.1248,275.63
2024-12-04,AmazonEC2,ap-south-1,InstanceHours,141.7089,173.43
2024-12-04,AmazonS3,us-east-1,GB-Month,94.4684,93.23
2024-12-04,AmazonS3,us-west-2,GB-Month,57.4142,50.22
2024-12-04,AmazonS3,eu-west-1,GB-Month,45.7409,47.66
2024-12-04,AmazonS3,ap-south-1,GB-Month,31.0829,30.99
2024-12-04,AmazonRDS,us-east-1,InstanceHours,293.1116,251.84
2024-12-04,AmazonRDS,us-west-2,InstanceHours,175.3701,174.72
2024-12-04,AmazonRDS,eu-west-1,InstanceHours,134.0777,130.67
2024-12-04,AmazonRDS,ap-south-1,InstanceHours,87.3087,97.07
2024-12-04,AWSLambda,us-east-1,Requests(M),44.1107,48.86
2024-12-04,AWSLambda,us-west-2,Requests(M),21.0682,25.67
2024-12-04,AWSLambda,eu-west-1,Requests(M),17.9155,15.0
2024-12-04,AWSLambda,ap-south-1,Requests(M),10.7949,11.7
2024-12-04,AmazonCloudFront,us-east-1,GB-Transfer,66.0802,57.8
2024-12-04,AmazonCloudFront,us-west-2,GB-Transfer,35.9029,33.52
2024-12-04,AmazonCloudFront,eu-west-1,GB-Transfer,34.0979,31.4
2024-12-04,AmazonCloudFront,ap-south-1,GB-Transfer,16.8443,15.44
2024-12-04,AmazonEBS,us-east-1,GB-Month,87.1793,75.94
2024-12-04,AmazonEBS,us-west-2,GB-Month,50.513,48.97
2024-12-04,AmazonEBS,eu-west-1,GB-Month,47.1649,41.84
2024-12-04,AmazonEBS,ap-south-1,GB-Month,22.6551,28.24
2024-12-04,AmazonDynamoDB,us-east-1,RCU/WCU,59.2006,66.52
2024-12-04,AmazonDynamoDB,us-west-2,RCU/WCU,32.4745,32.78
2024-12-04,AmazonDynamoDB,eu-west-1,RCU/WCU,26.6292,30.58
2024-12-04,AmazonDynamoDB,ap-south-1,RCU/WCU,15.0456,15.91
2024-12-05,AmazonEC2,us-east-1,InstanceHours,441.3592,492.47
2024-12-05,AmazonEC2,us-west-2,InstanceHours,265.756,264.11
2024-12-05,AmazonEC2,eu-west-1,InstanceHours,202.4297,183.58
2024-12-05,AmazonEC2,ap-south-1,InstanceHours,141.3164,152.97
2024-12-05,AmazonS3,us-east-1,GB-Month,99.8679,102.48
2024-12-05,AmazonS3,us-west-2,GB-Month,61.7171,55.3
2024-12-05,AmazonS3,eu-west-1,GB-Month,46.7957,50.0
2024-12-05,AmazonS3,ap-south-1,GB-Month,31.4823,26.81
2024-12-05,AmazonRDS,us-east-1,InstanceHours,314.9471,284.08
2024-12-05,AmazonRDS,us-west-2,InstanceHours,167.1528,143.13
2024-12-05,AmazonRDS,eu-west-1,InstanceHours,131.1054,126.61
2024-12-05,AmazonRDS,ap-south-1,InstanceHours,85.5477,76.98
2024-12-05,AWSLambda,us-east-1,Requests(M),38.2448,33.12
2024-12-05,AWSLambda,us-west-2,Requests(M),22.5938,21.15
2024-12-05,AWSLambda,eu-west-1,Requests(M),20.0047,17.36
2024-12-05,AWSLambda,ap-south-1,Requests(M),11.1411,10.1
2024-12-05,AmazonCloudFront,us-east-1,GB-Transfer,60.1304,59.37
2024-12-05,AmazonCloudFront,us-west-2,GB-Transfer,39.7681,42.18
2024-12-05,AmazonCloudFront,eu-west-1,GB-Transfer,34.4275,29.57
2024-12-05,AmazonCloudFront,ap-south-1,GB-Transfer,20.7933,25.8
2024-12-05,AmazonEBS,us-east-1,GB-Month,79.1664,95.09
2024-12-05,AmazonEBS,us-west-2,GB-Month,50.2627,62.18
2024-12-05,AmazonEBS,eu-west-1,GB-Month,45.5313,38.11
2024-12-05,AmazonEBS,ap-south-1,GB-Month,27.2988,28.46
2024-12-05,AmazonDynamoDB,us-east-1,RCU/WCU,59.3436,52.51
2024-12-05,AmazonDynamoDB,us-west-2,RCU/WCU,28.7739,24.49
2024-12-05,AmazonDynamoDB,eu-west-1,RCU/WCU,26.5457,25.19
2024-12-05,AmazonDynamoDB,ap-south-1,RCU/WCU,18.0969,15.84
2024-12-06,AmazonEC2,us-east-1,InstanceHours,402.6504,463.94
2024-12-06,AmazonEC2,us-west-2,InstanceHours,273.5833,341.95
2024-12-06,AmazonEC2,eu-west-1,InstanceHours,218.0975,243.0
2024-12-06,AmazonEC2,ap-south-1,InstanceHours,140.9772,153.38
2024-12-06,AmazonS3,us-east-1,GB-Month,81.8949,76.55
2024-12-06,AmazonS3,us-west-2,GB-Month,64.6132,78.58
2024-12-06,AmazonS3,eu-west-1,GB-Month,49.0412,52.46
2024-12-06,AmazonS3,ap-south-1,GB-Month,26.9168,29.31
2024-12-06,AmazonRDS,us-east-1,InstanceHours,267.0043,323.24
2024-12-06,AmazonRDS,us-west-2,InstanceHours,175.027,147.09
2024-12-06,AmazonRDS,eu-west-1,InstanceHours,132.6797,122.77
2024-12-06,AmazonRDS,ap-south-1,InstanceHours,96.8989,87.89
2024-12-06,AWSLambda,us-east-1,Requests(M),37.7848,38.88
2024-12-06,AWSLambda,us-west-2,Requests(M),25.663,31.9
2024-12-06,AWSLambda,eu-west-1,Requests(M),19.3344,21.94
2024-12-06,AWSLambda,ap-south-1,Requests(M),12.0876,10.35
2024-12-06,AmazonCloudFront,us-east-1,GB-Transfer,68.7323,60.87
2024-12-06,AmazonCloudFront,us-west-2,GB-Transfer,37.7485,42.3
2024-12-06,AmazonCloudFront,eu-west-1,GB-Transfer,34.5711,43.12
2024-12-06,AmazonCloudFront,ap-south-1,GB-Transfer,19.0026,23.51
